ID_Cliente,Desercion,Genero,Genero_Codigo,Adulto_Mayor,Tiene_Pareja,Dependientes,Meses_Permanencia,Servicio_Telefonico,Lineas_Multiples,Tipo_Internet,Tipo_Internet_Codigo,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Tipo_Contrato,Tipo_Contrato_Codigo,Factura_Digital,Metodo_Pago,Metodo_Pago_Codigo,Cargos_Mensuales,Cargos_Totales,tiene_streaming,categoria_servicio,Perfil_Servicio,AnnualCharges,Estado_Cliente
4063-EIKNQ,0,Male,1,0,1,1,11,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Bank transfer (automatic),2,20.95,267.35,0,Sin Internet,Sin Internet,251.39999999999998,Leales
4065-JJAVA,0,Female,0,0,0,0,1,1,0,DSL,1,0,1,0,0,0,0,Month-to-month,0,0,Electronic check,0,49.5,49.5,0,Internet sin Streaming,Solo Internet,594.0,Leales
4067-HLYQI,0,Female,0,0,0,0,33,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Bank transfer (automatic),2,70.4,2406.1,0,Internet sin Streaming,Solo Internet,844.8000000000001,Leales
4070-OKWVH,0,Female,0,0,1,0,52,1,1,Fiber optic,2,0,1,1,0,1,0,Month-to-month,0,0,Bank transfer (automatic),2,94.6,5025.8,1,Internet con Streaming,Solo Streaming Tv,1135.1999999999998,Leales
4072-IPYLT,0,Female,0,0,1,1,36,1,0,DSL,1,1,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),3,51.05,1815.0,0,Internet sin Streaming,Solo Internet,612.5999999999999,Leales
4074-SJFFA,1,Female,0,0,0,0,1,1,0,DSL,1,0,0,0,0,0,1,Month-to-month,0,1,Mailed check,1,54.75,54.75,1,Internet con Streaming,Solo Streaming Movie,657.0,Fuga
4075-JFPGR,0,Female,0,0,1,0,51,1,0,Fiber optic,2,1,1,1,0,1,0,One year,1,1,Electronic check,0,93.5,4619.55,1,Internet con Streaming,Solo Streaming Tv,1122.0,Leales
4075-WKNIU,0,Female,0,0,1,1,0,1,1,DSL,1,0,1,1,1,1,0,Two year,2,0,Mailed check,1,73.35,0.0,1,Internet con Streaming,Solo Streaming Tv,880.1999999999999,Leales
4077-CROMM,1,Female,0,0,1,1,31,1,1,Fiber optic,2,0,0,1,1,1,1,Month-to-month,0,1,Electronic check,0,104.2,3243.45,1,Internet con Streaming,Ambos streaming,1250.4,Fuga
4077-HWUYD,0,Male,1,0,1,1,72,1,1,DSL,1,1,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),2,87.55,6463.15,1,Internet con Streaming,Ambos streaming,1050.6,Leales
4078-SAYYN,1,Female,0,0,0,0,11,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,100.75,1129.75,1,Internet con Streaming,Ambos streaming,1209.0,Fuga
4079-ULGFR,0,Male,1,0,0,0,16,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,20.0,275.7,0,Sin Internet,Sin Internet,240.0,Leales
4079-VTGLK,0,Male,1,1,1,0,30,1,1,DSL,1,0,0,1,0,1,1,Two year,2,0,Electronic check,0,74.85,2181.75,1,Internet con Streaming,Ambos streaming,898.1999999999999,Leales
4079-WWQQQ,0,Male,1,0,0,0,72,0,0,DSL,1,1,1,1,1,1,1,Two year,2,1,Bank transfer (automatic),2,65.55,4807.45,1,Internet con Streaming,Ambos streaming,786.5999999999999,Leales
4080-IIARD,0,Female,0,0,1,0,13,1,1,DSL,1,1,1,0,1,1,0,Month-to-month,0,1,Electronic check,0,76.2,981.45,1,Internet con Streaming,Solo Streaming Tv,914.4000000000001,Leales
4080-OGPJL,1,Female,0,0,0,0,8,1,1,DSL,1,1,0,0,1,0,1,Month-to-month,0,0,Electronic check,0,71.15,563.65,1,Internet con Streaming,Solo Streaming Movie,853.8000000000001,Fuga
4081-DYXAV,1,Female,0,0,0,0,19,0,0,DSL,1,0,0,0,0,1,1,One year,1,1,Credit card (automatic),3,44.85,893.55,1,Internet con Streaming,Ambos streaming,538.2,Fuga
4083-BFNYK,0,Female,0,1,1,0,38,1,1,Fiber optic,2,1,1,0,0,0,1,One year,1,0,Credit card (automatic),3,95.0,3591.25,1,Internet con Streaming,Solo Streaming Movie,1140.0,Leales
4083-EUGRJ,1,Male,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,20.25,178.5,0,Sin Internet,Sin Internet,243.0,Fuga
4086-ATNFV,0,Female,0,0,1,1,34,1,0,DSL,1,1,1,1,0,0,0,One year,1,1,Mailed check,1,60.8,2042.05,0,Internet sin Streaming,Solo Internet,729.5999999999999,Leales
4086-WITJG,0,Male,1,0,1,1,71,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,19.7,1301.1,0,Sin Internet,Sin Internet,236.39999999999998,Leales
4086-YQSNZ,1,Female,0,1,1,0,3,1,0,Fiber optic,2,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,0,80.4,224.05,1,Internet con Streaming,Solo Streaming Tv,964.8000000000001,Fuga
4087-ULYNQ,0,Female,0,0,1,1,47,1,0,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,20.25,873.4,0,Sin Internet,Sin Internet,243.0,Leales
4088-YLDSU,1,Male,1,0,1,0,55,1,1,Fiber optic,2,0,0,1,1,1,1,One year,1,1,Electronic check,0,104.15,5743.05,1,Internet con Streaming,Ambos streaming,1249.8000000000002,Fuga
4090-KPJIP,0,Female,0,0,0,0,3,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,74.95,212.4,0,Internet sin Streaming,Solo Internet,899.4000000000001,Leales
4091-TVOCN,0,Male,1,0,0,1,48,1,1,DSL,1,1,0,1,0,1,1,One year,1,1,Credit card (automatic),3,78.75,3682.45,1,Internet con Streaming,Ambos streaming,945.0,Leales
4092-OFQZS,0,Male,1,0,1,0,20,1,0,0,0,0,0,0,0,0,0,One year,1,0,Mailed check,1,20.65,417.5,0,Sin Internet,Sin Internet,247.79999999999998,Leales
4094-NSEDU,1,Female,0,1,0,0,21,1,1,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,94.25,1973.75,1,Internet con Streaming,Ambos streaming,1131.0,Fuga
4097-YODCF,0,Male,1,0,0,1,34,1,1,Fiber optic,2,1,1,0,0,1,1,One year,1,1,Electronic check,0,103.8,3470.8,1,Internet con Streaming,Ambos streaming,1245.6,Leales
4098-NAUKP,0,Male,1,1,1,1,68,1,1,Fiber optic,2,0,1,1,0,0,0,Month-to-month,0,1,Electronic check,0,84.65,5683.6,0,Internet sin Streaming,Solo Internet,1015.8000000000001,Leales
4102-BEFEK,0,Male,1,0,0,0,62,1,0,0,0,0,0,0,0,0,0,Two year,2,1,Credit card (automatic),3,20.05,1201.65,0,Sin Internet,Sin Internet,240.60000000000002,Leales
4102-HLENU,0,Female,0,0,1,0,67,1,1,DSL,1,1,1,1,0,0,0,Two year,2,0,Mailed check,1,65.65,4322.85,0,Internet sin Streaming,Solo Internet,787.8000000000001,Leales
4102-OQUPX,1,Male,1,1,1,0,1,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,74.4,74.4,0,Internet sin Streaming,Solo Internet,892.8000000000001,Fuga
4104-PVRPS,0,Male,1,0,1,0,24,1,0,DSL,1,1,0,0,1,0,0,Month-to-month,0,0,Mailed check,1,53.6,1315.35,0,Internet sin Streaming,Solo Internet,643.2,Leales
4106-HADHQ,1,Male,1,0,1,1,39,1,0,DSL,1,1,0,1,1,1,1,One year,1,0,Credit card (automatic),3,80.0,3182.95,1,Internet con Streaming,Ambos streaming,960.0,Fuga
4109-CYRBD,0,Male,1,1,1,0,29,1,1,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,51.6,1442.0,0,Internet sin Streaming,Solo Internet,619.2,Leales
4110-PFEUZ,1,Female,0,0,0,0,1,1,0,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,69.55,69.55,0,Internet sin Streaming,Solo Internet,834.5999999999999,Fuga
4111-BNXIF,0,Female,0,0,1,1,67,0,0,DSL,1,0,1,1,1,1,1,Two year,2,1,Electronic check,0,59.55,4103.9,1,Internet con Streaming,Ambos streaming,714.5999999999999,Leales
4112-LUEIZ,1,Male,1,0,0,0,10,1,0,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,89.5,863.1,1,Internet con Streaming,Ambos streaming,1074.0,Fuga
4114-QMKVN,0,Female,0,0,1,1,56,1,1,DSL,1,1,1,0,0,0,1,One year,1,0,Bank transfer (automatic),2,68.75,3815.4,1,Internet con Streaming,Solo Streaming Movie,825.0,Leales
4115-BNPJY,0,Male,1,0,1,1,29,1,0,DSL,1,0,0,1,1,1,1,Two year,2,0,Mailed check,1,75.55,2054.4,1,Internet con Streaming,Ambos streaming,906.5999999999999,Leales
4115-NZRKS,0,Female,0,1,0,0,7,1,0,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Electronic check,0,89.15,574.35,1,Internet con Streaming,Ambos streaming,1069.8000000000002,Leales
4115-UMJFQ,0,Male,1,0,0,0,69,0,0,DSL,1,0,1,1,0,0,0,One year,1,1,Bank transfer (automatic),2,35.75,2492.25,0,Internet sin Streaming,Solo Internet,429.0,Leales
4116-IQRFR,0,Male,1,0,1,1,4,1,1,0,0,0,0,0,0,0,0,One year,1,0,Credit card (automatic),3,24.1,73.1,0,Sin Internet,Sin Internet,289.20000000000005,Leales
4116-TZAQJ,1,Female,0,0,0,0,9,1,0,Fiber optic,2,1,0,0,0,0,0,Month-to-month,0,1,Credit card (automatic),3,74.25,639.65,0,Internet sin Streaming,Solo Internet,891.0,Fuga
4118-CEVPF,0,Female,0,1,0,0,35,1,1,Fiber optic,2,1,1,1,1,1,1,One year,1,1,Bank transfer (automatic),2,110.8,3836.3,1,Internet con Streaming,Ambos streaming,1329.6,Leales
4119-ZYPZY,0,Male,1,1,0,0,71,1,1,Fiber optic,2,0,1,0,1,1,1,Two year,2,1,Electronic check,0,106.8,7623.2,1,Internet con Streaming,Ambos streaming,1281.6,Leales
4121-AGSIN,0,Female,0,0,1,1,58,1,1,0,0,0,0,0,0,0,0,One year,1,1,Credit card (automatic),3,24.5,1497.9,0,Sin Internet,Sin Internet,294.0,Leales
4123-DVHPH,0,Male,1,0,1,0,9,1,1,Fiber optic,2,1,0,0,0,0,1,Month-to-month,0,1,Electronic check,0,88.05,801.3,1,Internet con Streaming,Solo Streaming Movie,1056.6,Leales
4123-FCVCB,0,Female,0,0,0,0,12,1,1,DSL,1,0,0,0,1,1,1,One year,1,1,Mailed check,1,75.85,854.45,1,Internet con Streaming,Ambos streaming,910.1999999999999,Leales
4123-VPQTQ,0,Female,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,19.55,61.05,0,Sin Internet,Sin Internet,234.60000000000002,Leales
4124-MMETB,1,Male,1,0,0,0,22,1,1,Fiber optic,2,0,0,0,0,1,1,Month-to-month,0,1,Credit card (automatic),3,94.65,2104.55,1,Internet con Streaming,Ambos streaming,1135.8000000000002,Fuga
4128-ETESU,0,Female,0,1,1,0,47,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,0,Electronic check,0,99.7,4747.2,1,Internet con Streaming,Ambos streaming,1196.4,Leales
4129-LYCOI,0,Female,0,0,0,1,67,1,1,Fiber optic,2,0,1,0,1,1,1,Two year,2,1,Electronic check,0,104.0,7039.05,1,Internet con Streaming,Ambos streaming,1248.0,Leales
4130-MZLCC,0,Female,0,0,0,0,5,1,0,DSL,1,0,1,0,0,0,0,Month-to-month,0,0,Bank transfer (automatic),2,50.55,244.75,0,Internet sin Streaming,Solo Internet,606.5999999999999,Leales
4132-KALRO,0,Female,0,0,0,0,4,1,1,Fiber optic,2,0,0,0,1,1,1,Month-to-month,0,1,Mailed check,1,100.85,399.25,1,Internet con Streaming,Ambos streaming,1210.1999999999998,Leales
4132-POCZS,0,Male,1,0,1,0,52,0,0,DSL,1,1,0,0,0,0,1,Month-to-month,0,1,Electronic check,0,39.9,2020.9,1,Internet con Streaming,Solo Streaming Movie,478.79999999999995,Leales
4134-BSXLX,0,Male,1,0,1,0,28,1,0,DSL,1,1,1,0,1,0,0,Month-to-month,0,0,Mailed check,1,60.9,1785.65,0,Internet sin Streaming,Solo Internet,730.8,Leales
4135-FRWKJ,0,Female,0,1,1,1,55,1,1,DSL,1,1,0,1,1,1,0,One year,1,0,Electronic check,0,76.25,4154.55,1,Internet con Streaming,Solo Streaming Tv,915.0,Leales
4137-BTIKL,0,Male,1,0,0,0,2,1,1,Fiber optic,2,1,0,0,0,0,1,Month-to-month,0,0,Mailed check,1,90.75,174.75,1,Internet con Streaming,Solo Streaming Movie,1089.0,Leales
4137-JOPHL,0,Female,0,0,0,0,50,1,0,Fiber optic,2,0,0,1,1,0,1,Two year,2,1,Bank transfer (automatic),2,89.7,4304.5,1,Internet con Streaming,Solo Streaming Movie,1076.4,Leales
4138-NAXED,0,Male,1,0,0,0,51,1,1,Fiber optic,2,0,1,0,0,0,0,Month-to-month,0,0,Bank transfer (automatic),2,81.0,4085.75,0,Internet sin Streaming,Solo Internet,972.0,Leales
4139-DETXS,0,Female,0,0,1,1,72,0,0,DSL,1,1,1,1,1,1,1,Two year,2,0,Bank transfer (automatic),2,64.45,4528.0,1,Internet con Streaming,Ambos streaming,773.4000000000001,Leales
4139-JPIAM,0,Male,1,0,0,0,51,0,0,DSL,1,1,0,0,1,0,1,Month-to-month,0,1,Credit card (automatic),3,44.45,2181.55,1,Internet con Streaming,Solo Streaming Movie,533.4000000000001,Leales
4139-SUGLD,1,Male,1,0,1,1,31,0,0,DSL,1,1,0,0,1,0,0,Month-to-month,0,0,Bank transfer (automatic),2,35.4,1077.5,0,Internet sin Streaming,Solo Internet,424.79999999999995,Fuga
4140-MUHUG,1,Female,0,1,0,0,3,1,0,Fiber optic,2,0,0,1,0,1,0,Month-to-month,0,1,Electronic check,0,86.85,220.95,1,Internet con Streaming,Solo Streaming Tv,1042.1999999999998,Fuga
4140-TOILV,0,Male,1,0,1,0,22,1,0,Fiber optic,2,0,0,1,0,1,0,Month-to-month,0,1,Bank transfer (automatic),2,87.0,1850.65,1,Internet con Streaming,Solo Streaming Tv,1044.0,Leales
4140-WJAWW,1,Female,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Credit card (automatic),3,19.85,108.05,0,Sin Internet,Sin Internet,238.20000000000002,Fuga
4143-HHPMK,1,Male,1,0,0,0,52,1,0,Fiber optic,2,0,1,0,0,0,1,Month-to-month,0,1,Electronic check,0,85.35,4338.6,1,Internet con Streaming,Solo Streaming Movie,1024.1999999999998,Fuga
4143-OOBWZ,1,Male,1,0,1,0,5,1,1,Fiber optic,2,0,1,0,0,0,0,Month-to-month,0,1,Electronic check,0,81.3,416.3,0,Internet sin Streaming,Solo Internet,975.5999999999999,Fuga
4145-UQXUQ,1,Female,0,1,0,0,8,1,0,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,92.1,729.95,1,Internet con Streaming,Ambos streaming,1105.1999999999998,Fuga
4146-SVFUD,0,Male,1,0,0,0,1,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,44.6,44.6,0,Internet sin Streaming,Solo Internet,535.2,Leales
4154-AQUGT,1,Male,1,1,1,0,13,1,0,Fiber optic,2,0,1,0,1,0,1,Month-to-month,0,1,Bank transfer (automatic),2,89.05,1169.35,1,Internet con Streaming,Solo Streaming Movie,1068.6,Fuga
4159-NAAIX,0,Female,0,0,0,0,63,1,1,Fiber optic,2,0,1,0,0,1,1,Two year,2,0,Bank transfer (automatic),2,97.45,6253.0,1,Internet con Streaming,Ambos streaming,1169.4,Leales
4160-AMJTL,1,Female,0,1,0,0,8,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,19.65,164.3,0,Sin Internet,Sin Internet,235.79999999999998,Fuga
4163-HFTUK,0,Male,1,0,0,0,51,1,0,0,0,0,0,0,0,0,0,One year,1,0,Electronic check,0,19.1,1007.8,0,Sin Internet,Sin Internet,229.20000000000002,Leales
4163-KIUHY,0,Male,1,0,0,0,35,1,1,0,0,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,25.6,901.25,0,Sin Internet,Sin Internet,307.20000000000005,Leales
4163-NCJAK,0,Female,0,0,1,0,46,1,1,0,0,0,0,0,0,0,0,One year,1,1,Bank transfer (automatic),2,24.45,1066.15,0,Sin Internet,Sin Internet,293.4,Leales
4174-LPGTI,1,Female,0,0,1,1,41,1,0,DSL,1,0,1,0,1,0,1,One year,1,1,Bank transfer (automatic),2,66.5,2728.6,1,Internet con Streaming,Solo Streaming Movie,798.0,Fuga
4176-FXYBO,0,Male,1,0,1,0,54,1,1,Fiber optic,2,1,1,1,0,1,1,Month-to-month,0,0,Electronic check,0,109.55,6118.95,1,Internet con Streaming,Ambos streaming,1314.6,Leales
4176-RELJR,0,Male,1,1,0,0,67,1,1,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,25.1,1672.15,0,Sin Internet,Sin Internet,301.20000000000005,Leales
4177-JPDFU,0,Male,1,0,0,0,12,0,0,DSL,1,0,1,0,1,0,0,Month-to-month,0,0,Mailed check,1,34.0,442.45,0,Internet sin Streaming,Solo Internet,408.0,Leales
4178-EGMON,0,Male,1,0,1,0,70,1,1,Fiber optic,2,1,1,0,1,0,0,Two year,2,1,Credit card (automatic),3,88.0,5986.45,0,Internet sin Streaming,Solo Internet,1056.0,Leales
4182-BGSIQ,0,Female,0,0,1,1,10,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,1,Bank transfer (automatic),2,19.8,196.75,0,Sin Internet,Sin Internet,237.60000000000002,Leales
4183-MYFRB,0,Female,0,0,0,0,21,1,0,Fiber optic,2,0,1,1,0,0,1,Month-to-month,0,1,Electronic check,0,90.05,1862.9,1,Internet con Streaming,Solo Streaming Movie,1080.6,Leales
4183-WCSEP,1,Male,1,0,0,0,31,1,0,Fiber optic,2,0,1,0,1,0,0,Month-to-month,0,1,Electronic check,0,78.45,2435.15,0,Internet sin Streaming,Solo Internet,941.4000000000001,Fuga
4184-TJFAN,1,Female,0,1,1,1,3,1,0,Fiber optic,2,1,0,0,1,1,0,Month-to-month,0,1,Mailed check,1,88.3,273.75,1,Internet con Streaming,Solo Streaming Tv,1059.6,Fuga
4184-VODJZ,0,Male,1,0,1,1,63,1,1,Fiber optic,2,0,1,0,0,0,1,One year,1,1,Electronic check,0,91.35,5764.7,1,Internet con Streaming,Solo Streaming Movie,1096.1999999999998,Leales
4186-ZBUEW,0,Female,0,0,0,0,36,1,1,DSL,1,0,1,0,1,0,1,One year,1,1,Mailed check,1,70.7,2511.95,1,Internet con Streaming,Solo Streaming Movie,848.4000000000001,Leales
4187-CINZD,1,Female,0,1,0,0,46,1,0,Fiber optic,2,0,1,0,0,1,1,One year,1,0,Credit card (automatic),3,95.25,4424.2,1,Internet con Streaming,Ambos streaming,1143.0,Fuga
4188-FRABG,0,Male,1,0,1,0,57,1,1,Fiber optic,2,1,1,1,1,1,0,Month-to-month,0,1,Electronic check,0,103.05,5925.75,1,Internet con Streaming,Solo Streaming Tv,1236.6,Leales
4188-PCPIG,0,Female,0,0,1,0,57,1,0,DSL,1,1,1,0,1,1,0,Two year,2,1,Credit card (automatic),3,70.35,4124.65,1,Internet con Streaming,Solo Streaming Tv,844.1999999999999,Leales
4189-NAKJS,0,Male,1,0,0,0,26,1,1,DSL,1,0,0,0,0,0,0,One year,1,1,Credit card (automatic),3,51.55,1295.4,0,Internet sin Streaming,Solo Internet,618.5999999999999,Leales
4190-MFLUW,1,Female,0,0,1,1,10,1,0,DSL,1,0,0,1,1,0,0,Month-to-month,0,0,Credit card (automatic),3,55.2,528.35,0,Internet sin Streaming,Solo Internet,662.4000000000001,Fuga
4191-XOVOM,0,Male,1,0,0,0,63,1,1,Fiber optic,2,0,1,0,1,1,1,Month-to-month,0,0,Electronic check,0,105.4,6713.2,1,Internet con Streaming,Ambos streaming,1264.8000000000002,Leales
4192-GORJT,1,Male,1,0,1,0,5,1,0,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,1,Electronic check,0,94.45,498.1,1,Internet con Streaming,Ambos streaming,1133.4,Fuga
4193-IBKSW,0,Male,1,0,1,1,72,1,1,0,0,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),2,24.75,1769.6,0,Sin Internet,Sin Internet,297.0,Leales
4193-ORFCL,1,Female,0,1,0,0,1,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,45.1,45.1,0,Internet sin Streaming,Solo Internet,541.2,Fuga
4194-FJARJ,0,Female,0,0,1,1,54,1,1,DSL,1,1,0,0,1,0,0,Two year,2,0,Bank transfer (automatic),2,60.0,3273.95,0,Internet sin Streaming,Solo Internet,720.0,Leales
4194-WHFCB,0,Female,0,0,1,1,59,1,1,Fiber optic,2,0,1,0,1,0,1,Month-to-month,0,1,Bank transfer (automatic),2,96.65,5580.8,1,Internet con Streaming,Solo Streaming Movie,1159.8000000000002,Leales
4195-NZGTA,0,Female,0,0,0,0,1,0,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,25.25,25.25,0,Internet sin Streaming,Solo Internet,303.0,Leales
4195-PNGZS,0,Male,1,0,1,1,69,1,1,0,0,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),2,24.45,1718.2,0,Sin Internet,Sin Internet,293.4,Leales
4195-SMMNX,1,Male,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,20.35,33.2,0,Sin Internet,Sin Internet,244.20000000000002,Fuga
4198-VFOEA,0,Female,0,0,0,0,12,0,0,DSL,1,1,0,0,1,0,0,One year,1,1,Mailed check,1,33.6,435.45,0,Internet sin Streaming,Solo Internet,403.20000000000005,Leales
4199-QHJNM,0,Male,1,1,1,0,67,1,1,Fiber optic,2,0,1,0,1,1,1,Two year,2,0,Bank transfer (automatic),2,102.9,6989.7,1,Internet con Streaming,Ambos streaming,1234.8000000000002,Leales
4201-JMNGR,1,Female,0,1,0,0,1,1,0,DSL,1,1,0,1,0,0,0,Month-to-month,0,1,Electronic check,0,55.8,55.8,0,Internet sin Streaming,Solo Internet,669.5999999999999,Fuga
4203-QGNZA,0,Female,0,0,0,1,28,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,20.25,535.35,0,Sin Internet,Sin Internet,243.0,Leales
4208-UFFGW,1,Male,1,1,0,0,2,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,44.95,85.15,0,Internet sin Streaming,Solo Internet,539.4000000000001,Fuga
4210-QFJMF,1,Female,0,0,0,0,4,1,0,Fiber optic,2,0,0,0,0,0,1,Month-to-month,0,1,Electronic check,0,79.15,317.25,1,Internet con Streaming,Solo Streaming Movie,949.8000000000001,Fuga
4211-MMAZN,1,Male,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,20.25,20.25,0,Sin Internet,Sin Internet,243.0,Fuga
4213-HKBJO,0,Female,0,0,0,0,33,1,1,0,0,0,0,0,0,0,0,Two year,2,0,Credit card (automatic),3,25.7,826.1,0,Sin Internet,Sin Internet,308.4,Leales
4220-TINQT,0,Female,0,0,1,0,61,1,1,Fiber optic,2,0,0,1,1,1,1,Month-to-month,0,1,Electronic check,0,106.35,6751.35,1,Internet con Streaming,Ambos streaming,1276.1999999999998,Leales
4223-BKEOR,0,Female,0,0,0,1,21,1,0,DSL,1,1,0,1,0,0,1,One year,1,0,Mailed check,1,64.85,1336.8,1,Internet con Streaming,Solo Streaming Movie,778.1999999999999,Leales
4223-WOZCM,0,Male,1,1,0,0,2,1,0,DSL,1,0,0,1,0,0,0,Month-to-month,0,0,Mailed check,1,49.95,107.1,0,Internet sin Streaming,Solo Internet,599.4000000000001,Leales
4226-KKDON,0,Male,1,0,0,0,8,1,0,DSL,1,0,1,0,1,1,0,Month-to-month,0,1,Electronic check,0,66.65,520.95,1,Internet con Streaming,Solo Streaming Tv,799.8000000000001,Leales
4227-OJHAL,0,Female,0,0,1,1,68,1,1,DSL,1,1,1,1,0,1,0,One year,1,1,Credit card (automatic),3,73.0,5163.0,1,Internet con Streaming,Solo Streaming Tv,876.0,Leales
4228-ZGYUW,1,Male,1,0,0,0,4,1,1,Fiber optic,2,0,1,0,0,0,1,Month-to-month,0,1,Electronic check,0,90.05,368.1,1,Internet con Streaming,Solo Streaming Movie,1080.6,Fuga
4229-CZMLL,1,Male,1,0,0,0,6,1,1,Fiber optic,2,0,0,0,0,0,0,Month-to-month,0,1,Electronic check,0,74.9,469.8,0,Internet sin Streaming,Solo Internet,898.8000000000001,Fuga
4231-LZUYM,0,Female,0,0,1,0,72,1,1,0,0,0,0,0,0,0,0,Two year,2,0,Bank transfer (automatic),2,25.65,1887.0,0,Sin Internet,Sin Internet,307.79999999999995,Leales
4232-JGKIY,0,Male,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,19.2,19.2,0,Sin Internet,Sin Internet,230.39999999999998,Leales
4234-XTNEA,0,Male,1,0,0,0,2,1,0,Fiber optic,2,0,0,0,0,1,0,Month-to-month,0,1,Electronic check,0,79.95,174.45,1,Internet con Streaming,Solo Streaming Tv,959.4000000000001,Leales
4236-UJPWO,0,Female,0,0,0,0,2,0,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,0,Electronic check,0,24.5,46.4,0,Internet sin Streaming,Solo Internet,294.0,Leales
4236-XPXAV,1,Female,0,0,1,1,5,1,0,Fiber optic,2,0,1,0,1,1,1,Month-to-month,0,1,Mailed check,1,99.15,465.05,1,Internet con Streaming,Ambos streaming,1189.8000000000002,Fuga
4237-CLSMM,0,Male,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,20.0,38.0,0,Sin Internet,Sin Internet,240.0,Leales
4237-RLAQD,1,Male,1,0,0,0,1,1,0,DSL,1,0,0,0,0,0,0,Month-to-month,0,1,Mailed check,1,45.85,45.85,0,Internet sin Streaming,Solo Internet,550.2,Fuga
4238-HFHSN,0,Male,1,1,1,0,61,1,1,Fiber optic,2,0,1,0,0,0,0,Month-to-month,0,1,Electronic check,0,82.15,4904.85,0,Internet sin Streaming,Solo Internet,985.8000000000001,Leales
4238-JSSWH,0,Female,0,1,1,0,35,1,1,Fiber optic,2,0,0,1,0,1,1,Month-to-month,0,0,Bank transfer (automatic),2,102.05,3452.55,1,Internet con Streaming,Ambos streaming,1224.6,Leales
4248-HCETZ,1,Male,1,1,1,0,30,1,0,Fiber optic,2,0,1,1,0,0,0,Month-to-month,0,1,Mailed check,1,79.65,2365.15,0,Internet sin Streaming,Solo Internet,955.8000000000001,Fuga
4248-QPAVC,1,Female,0,1,1,0,17,1,1,Fiber optic,2,1,0,1,0,0,0,Month-to-month,0,1,Bank transfer (automatic),2,85.35,1463.45,0,Internet sin Streaming,Solo Internet,1024.1999999999998,Fuga
4250-FDVOU,1,Female,0,0,0,0,6,1,0,DSL,1,1,1,0,0,0,0,Month-to-month,0,0,Electronic check,0,56.25,389.1,0,Internet sin Streaming,Solo Internet,675.0,Fuga
4250-QVQRU,0,Male,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,Month-to-month,0,0,Mailed check,1,19.25,48.35,0,Sin Internet,Sin Internet,231.0,Leales
